*
time	TMax	Z	zeta	temperature	Y-AR	Y-O	Y-O2	Y-H	Y-OH	Y-H2	Y-HO2	Y-H2O2	Y-CH	Y-CO	Y-CH2	Y-HCO	Y-1-CH2	Y-CH3	Y-CH2O	Y-CH4	Y-CO2	Y-CH2OH	Y-CH3O	Y-CH3OH	Y-C2H	Y-C2H2	Y-HCCO	Y-C2H3	Y-CH2CO	Y-C2H4	Y-C2H5	Y-C2H6	Y-H2O	Y-N2	Y-C	Y-HCCOH	Y-N	Y-NO	Y-N2O	Y-NO2	Y-NH	Y-HNO	Y-NH2	Y-NNH	Y-CN	Y-NCO	Y-HCN	Y-HOCN	Y-HNCO	Y-H2CN	Y-HCNN	Y-HCNO	Y-NH3	ProgVar	ZBilger	CMassFrac	HMassFrac	OMassFrac	ZBarlow	density	chi	SumMH	Cp	mu	lambdaOverCp	W	ProdRateProgVar	ProdRateCO2	ProdRateH2O	ProdRateH2	ProdRateCO	TotalEnthalpy	TotalEnthalpy2	MonitorFunc	ProdRate-NO	ProdRatePos-NO	ProdRateNeg-NO	ProdRateNegOverYNO-NO	ProdRate-CH4	ProdRatePos-CH4	ProdRateNeg-CH4	ProdRateNegOverYNO-CH4	
10.15	2105.06	0.177	0.177	2059.21	1.70237e-25	0.00148637	0.0186181	0.000234114	0.00590654	0.0012918	4.85326e-06	1.10669e-06	3.10079e-09	0.0197028	1.59033e-08	4.91588e-08	1.53485e-09	7.32826e-08	1.91321e-07	6.33813e-08	0.0734426	1.37344e-09	1.17973e-10	1.85417e-09	2.65572e-09	3.6989e-07	5.74431e-08	1.46987e-10	8.1e-08	5.57509e-10	1.43715e-13	7.25863e-14	0.151565	0.727664	1.79873e-09	8.41504e-09	1.37949e-08	7.92595e-05	1.5463e-07	1.47359e-08	1.30063e-08	2.27084e-08	1.21209e-08	1.07883e-08	8.43305e-09	4.0441e-08	1.77932e-06	1.21877e-08	3.03858e-07	1.63713e-11	5.16584e-12	1.65593e-08	1.4661e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36526e+08	1565.89	6.86162e-05	9.21104e-05	25.8716	12.8352	20.8673	6.28095	-1.22112	-13.092	-225222	-225198	17.4668	0.0299875	0.0540953	-0.0241078	-304.162	-0.00751805	0.00242218	-0.00994023	-156832	
10.16	2105.06	0.177	0.177	2059.21	1.69492e-25	0.00148637	0.0186181	0.000234114	0.00590654	0.0012918	4.85325e-06	1.10669e-06	3.1008e-09	0.0197028	1.59034e-08	4.91588e-08	1.53485e-09	7.32826e-08	1.91321e-07	6.33811e-08	0.0734426	1.37344e-09	1.17973e-10	1.85417e-09	2.65573e-09	3.6989e-07	5.74432e-08	1.46987e-10	8.10001e-08	5.57504e-10	1.43714e-13	7.25859e-14	0.151565	0.727664	1.79873e-09	8.41506e-09	1.37953e-08	7.92633e-05	1.5463e-07	1.47366e-08	1.30068e-08	2.27094e-08	1.21214e-08	1.07883e-08	8.43336e-09	4.04425e-08	1.77939e-06	1.21882e-08	3.0387e-07	1.63719e-11	5.16584e-12	1.65601e-08	1.46617e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36526e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8352	20.8673	6.28096	-1.22112	-13.092	-225222	-225198	17.4668	0.0299883	0.0540972	-0.0241089	-304.162	-0.00751802	0.00242217	-0.0099402	-156832	
10.17	2105.06	0.177	0.177	2059.21	1.6875e-25	0.00148637	0.0186181	0.000234114	0.00590654	0.0012918	4.85325e-06	1.10669e-06	3.1008e-09	0.0197028	1.59034e-08	4.91587e-08	1.53485e-09	7.32825e-08	1.91321e-07	6.33809e-08	0.0734427	1.37344e-09	1.17973e-10	1.85417e-09	2.65573e-09	3.69891e-07	5.74432e-08	1.46986e-10	8.10002e-08	5.57499e-10	1.43713e-13	7.25855e-14	0.151565	0.727664	1.79873e-09	8.41508e-09	1.37957e-08	7.9267e-05	1.54631e-07	1.47373e-08	1.30072e-08	2.27103e-08	1.21219e-08	1.07883e-08	8.43367e-09	4.0444e-08	1.77945e-06	1.21887e-08	3.03882e-07	1.63725e-11	5.16584e-12	1.65609e-08	1.46623e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36526e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8352	20.8673	6.28097	-1.22112	-13.092	-225222	-225198	17.4668	0.0299891	0.0540991	-0.02411	-304.162	-0.007518	0.00242217	-0.00994017	-156832	
10.18	2105.07	0.177	0.177	2059.21	1.68012e-25	0.00148637	0.0186181	0.000234114	0.00590654	0.0012918	4.85325e-06	1.10669e-06	3.1008e-09	0.0197028	1.59034e-08	4.91587e-08	1.53485e-09	7.32824e-08	1.91321e-07	6.33807e-08	0.0734427	1.37344e-09	1.17973e-10	1.85416e-09	2.65574e-09	3.69891e-07	5.74433e-08	1.46985e-10	8.10003e-08	5.57493e-10	1.43711e-13	7.25852e-14	0.151565	0.727664	1.79873e-09	8.41509e-09	1.3796e-08	7.92708e-05	1.54631e-07	1.4738e-08	1.30077e-08	2.27113e-08	1.21224e-08	1.07883e-08	8.43398e-09	4.04455e-08	1.77952e-06	1.21891e-08	3.03894e-07	1.63731e-11	5.16584e-12	1.65617e-08	1.46629e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36526e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8352	20.8672	6.28097	-1.22112	-13.0919	-225222	-225198	17.4667	0.0299899	0.054101	-0.0241112	-304.162	-0.00751797	0.00242217	-0.00994014	-156832	
10.19	2105.07	0.177	0.177	2059.21	1.67277e-25	0.00148637	0.0186181	0.000234114	0.00590654	0.0012918	4.85325e-06	1.10669e-06	3.1008e-09	0.0197028	1.59034e-08	4.91587e-08	1.53485e-09	7.32824e-08	1.91321e-07	6.33806e-08	0.0734427	1.37344e-09	1.17972e-10	1.85416e-09	2.65574e-09	3.69892e-07	5.74434e-08	1.46985e-10	8.10004e-08	5.57488e-10	1.4371e-13	7.25848e-14	0.151565	0.727664	1.79873e-09	8.41511e-09	1.37964e-08	7.92745e-05	1.54631e-07	1.47387e-08	1.30081e-08	2.27122e-08	1.21228e-08	1.07883e-08	8.43428e-09	4.0447e-08	1.77958e-06	1.21895e-08	3.03906e-07	1.63737e-11	5.16584e-12	1.65625e-08	1.46635e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36526e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8352	20.8672	6.28098	-1.22112	-13.0919	-225222	-225198	17.4667	0.0299906	0.0541029	-0.0241123	-304.162	-0.00751794	0.00242217	-0.00994011	-156832	
1.02	1427	0.177	0.177	1211.92	8.90578e-24	4.66676e-08	0.140942	8.26513e-09	1.74537e-07	7.27058e-05	1.29715e-05	1.51102e-06	3.21717e-16	0.00447473	1.34533e-10	8.6633e-09	9.94986e-12	3.1047e-05	0.000554327	0.0338059	0.00147762	1.38579e-10	3.41072e-08	3.87919e-05	5.87115e-14	5.80395e-06	4.17235e-11	5.32742e-10	4.45466e-07	0.00028316	5.64382e-08	0.000439805	0.0901565	0.727702	1.33492e-21	5.55388e-08	1.00457e-17	7.07448e-10	5.63283e-08	2.70392e-10	1.19513e-15	2.43672e-14	3.61564e-15	1.59112e-13	3.47987e-18	8.9302e-15	2.18458e-10	1.05204e-12	3.56881e-11	3.10234e-17	1.05783e-17	2.98883e-12	1.53342e-12	0.0961815	0.177	0.177	0.177	-6.21364e+27	0.177	0.262797	59	-1.20239e+06	1439.65	4.75385e-05	6.00312e-05	26.4807	0.082704	0.00301071	0.056036	0.00162122	0.0220361	-225222	-225225	4.76769	-3.75792e-08	1.21236e-08	-4.97027e-08	-70.2564	-0.0561877	0.0231355	-0.0793233	-2.34643	
10.2	2105.07	0.177	0.177	2059.21	1.66545e-25	0.00148637	0.0186181	0.000234114	0.00590654	0.0012918	4.85325e-06	1.10669e-06	3.1008e-09	0.0197028	1.59034e-08	4.91586e-08	1.53485e-09	7.32823e-08	1.91321e-07	6.33804e-08	0.0734427	1.37344e-09	1.17972e-10	1.85416e-09	2.65575e-09	3.69893e-07	5.74435e-08	1.46984e-10	8.10005e-08	5.57483e-10	1.43709e-13	7.25844e-14	0.151565	0.727664	1.79873e-09	8.41512e-09	1.37968e-08	7.92782e-05	1.54631e-07	1.47394e-08	1.30085e-08	2.27132e-08	1.21233e-08	1.07883e-08	8.43459e-09	4.04485e-08	1.77965e-06	1.219e-08	3.03917e-07	1.63742e-11	5.16585e-12	1.65633e-08	1.46641e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36526e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8352	20.8672	6.28098	-1.22112	-13.0919	-225222	-225198	17.4667	0.0299914	0.0541048	-0.0241134	-304.162	-0.00751792	0.00242216	-0.00994008	-156832	
10.21	2105.07	0.177	0.177	2059.21	1.65816e-25	0.00148637	0.0186181	0.000234113	0.00590654	0.0012918	4.85325e-06	1.10669e-06	3.1008e-09	0.0197028	1.59034e-08	4.91586e-08	1.53485e-09	7.32822e-08	1.91321e-07	6.33802e-08	0.0734427	1.37343e-09	1.17972e-10	1.85416e-09	2.65575e-09	3.69893e-07	5.74436e-08	1.46983e-10	8.10006e-08	5.57478e-10	1.43707e-13	7.25841e-14	0.151565	0.727664	1.79873e-09	8.41514e-09	1.37972e-08	7.92818e-05	1.54631e-07	1.47401e-08	1.30089e-08	2.27141e-08	1.21238e-08	1.07883e-08	8.43489e-09	4.04499e-08	1.77971e-06	1.21904e-08	3.03929e-07	1.63748e-11	5.16585e-12	1.6564e-08	1.46648e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36526e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.8672	6.28099	-1.22112	-13.0919	-225222	-225198	17.4667	0.0299922	0.0541067	-0.0241145	-304.162	-0.00751789	0.00242216	-0.00994005	-156832	
10.22	2105.07	0.177	0.177	2059.21	1.6509e-25	0.00148637	0.0186181	0.000234113	0.00590653	0.0012918	4.85324e-06	1.10669e-06	3.1008e-09	0.0197028	1.59034e-08	4.91586e-08	1.53485e-09	7.32821e-08	1.9132e-07	6.33801e-08	0.0734427	1.37343e-09	1.17972e-10	1.85416e-09	2.65575e-09	3.69894e-07	5.74437e-08	1.46982e-10	8.10007e-08	5.57473e-10	1.43706e-13	7.25837e-14	0.151565	0.727664	1.79873e-09	8.41515e-09	1.37976e-08	7.92855e-05	1.54631e-07	1.47408e-08	1.30094e-08	2.27151e-08	1.21243e-08	1.07883e-08	8.43519e-09	4.04514e-08	1.77978e-06	1.21909e-08	3.0394e-07	1.63754e-11	5.16585e-12	1.65648e-08	1.46654e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36526e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.8671	6.28099	-1.22112	-13.0919	-225222	-225198	17.4667	0.0299929	0.0541085	-0.0241156	-304.162	-0.00751787	0.00242216	-0.00994002	-156832	
10.23	2105.07	0.177	0.177	2059.21	1.64368e-25	0.00148637	0.0186181	0.000234113	0.00590653	0.0012918	4.85324e-06	1.10669e-06	3.1008e-09	0.0197028	1.59034e-08	4.91586e-08	1.53485e-09	7.32821e-08	1.9132e-07	6.33799e-08	0.0734427	1.37343e-09	1.17972e-10	1.85415e-09	2.65576e-09	3.69895e-07	5.74438e-08	1.46982e-10	8.10008e-08	5.57468e-10	1.43705e-13	7.25834e-14	0.151565	0.727664	1.79873e-09	8.41517e-09	1.3798e-08	7.92891e-05	1.54631e-07	1.47414e-08	1.30098e-08	2.2716e-08	1.21247e-08	1.07883e-08	8.43549e-09	4.04528e-08	1.77984e-06	1.21913e-08	3.03952e-07	1.6376e-11	5.16585e-12	1.65656e-08	1.4666e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36526e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.8671	6.281	-1.22113	-13.0919	-225222	-225198	17.4667	0.0299937	0.0541104	-0.0241167	-304.162	-0.00751784	0.00242216	-0.00994	-156832	
10.24	2105.07	0.177	0.177	2059.21	1.63649e-25	0.00148637	0.0186181	0.000234113	0.00590653	0.0012918	4.85324e-06	1.10669e-06	3.1008e-09	0.0197028	1.59034e-08	4.91585e-08	1.53485e-09	7.3282e-08	1.9132e-07	6.33797e-08	0.0734427	1.37343e-09	1.17972e-10	1.85415e-09	2.65576e-09	3.69895e-07	5.74438e-08	1.46981e-10	8.10009e-08	5.57463e-10	1.43704e-13	7.2583e-14	0.151565	0.727664	1.79873e-09	8.41519e-09	1.37984e-08	7.92927e-05	1.54631e-07	1.47421e-08	1.30102e-08	2.2717e-08	1.21252e-08	1.07883e-08	8.43579e-09	4.04543e-08	1.7799e-06	1.21917e-08	3.03963e-07	1.63766e-11	5.16585e-12	1.65664e-08	1.46666e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36526e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.8671	6.281	-1.22113	-13.0918	-225222	-225198	17.4666	0.0299944	0.0541122	-0.0241178	-304.161	-0.00751781	0.00242216	-0.00993997	-156832	
10.25	2105.07	0.177	0.177	2059.21	1.62933e-25	0.00148637	0.0186181	0.000234113	0.00590653	0.0012918	4.85324e-06	1.10669e-06	3.1008e-09	0.0197028	1.59035e-08	4.91585e-08	1.53485e-09	7.3282e-08	1.9132e-07	6.33796e-08	0.0734427	1.37343e-09	1.17972e-10	1.85415e-09	2.65577e-09	3.69896e-07	5.74439e-08	1.4698e-10	8.1001e-08	5.57457e-10	1.43703e-13	7.25827e-14	0.151565	0.727664	1.79873e-09	8.4152e-09	1.37988e-08	7.92963e-05	1.54632e-07	1.47428e-08	1.30107e-08	2.27179e-08	1.21257e-08	1.07883e-08	8.43609e-09	4.04558e-08	1.77996e-06	1.21922e-08	3.03975e-07	1.63771e-11	5.16585e-12	1.65671e-08	1.46672e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36526e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.8671	6.28101	-1.22113	-13.0918	-225222	-225198	17.4666	0.0299952	0.0541141	-0.0241189	-304.161	-0.00751779	0.00242215	-0.00993994	-156832	
10.26	2105.07	0.177	0.177	2059.21	1.6222e-25	0.00148636	0.0186181	0.000234113	0.00590653	0.0012918	4.85324e-06	1.10669e-06	3.10081e-09	0.0197028	1.59035e-08	4.91585e-08	1.53485e-09	7.32819e-08	1.9132e-07	6.33794e-08	0.0734427	1.37343e-09	1.17972e-10	1.85415e-09	2.65577e-09	3.69896e-07	5.7444e-08	1.4698e-10	8.10011e-08	5.57453e-10	1.43701e-13	7.25823e-14	0.151565	0.727664	1.79873e-09	8.41522e-09	1.37991e-08	7.92999e-05	1.54632e-07	1.47434e-08	1.30111e-08	2.27188e-08	1.21261e-08	1.07883e-08	8.43639e-09	4.04572e-08	1.78003e-06	1.21926e-08	3.03986e-07	1.63777e-11	5.16585e-12	1.65679e-08	1.46678e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36525e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.867	6.28101	-1.22113	-13.0918	-225222	-225198	17.4666	0.0299959	0.0541159	-0.02412	-304.161	-0.00751776	0.00242215	-0.00993991	-156832	
10.27	2105.07	0.177	0.177	2059.21	1.6151e-25	0.00148636	0.0186181	0.000234113	0.00590653	0.0012918	4.85324e-06	1.10668e-06	3.10081e-09	0.0197028	1.59035e-08	4.91585e-08	1.53485e-09	7.32818e-08	1.9132e-07	6.33793e-08	0.0734427	1.37343e-09	1.17971e-10	1.85415e-09	2.65577e-09	3.69897e-07	5.74441e-08	1.46979e-10	8.10012e-08	5.57448e-10	1.437e-13	7.2582e-14	0.151565	0.727664	1.79873e-09	8.41523e-09	1.37995e-08	7.93035e-05	1.54632e-07	1.47441e-08	1.30115e-08	2.27197e-08	1.21266e-08	1.07883e-08	8.43668e-09	4.04586e-08	1.78009e-06	1.2193e-08	3.03997e-07	1.63783e-11	5.16585e-12	1.65687e-08	1.46684e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36525e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.867	6.28102	-1.22113	-13.0918	-225222	-225198	17.4666	0.0299967	0.0541177	-0.0241211	-304.161	-0.00751774	0.00242215	-0.00993989	-156832	
10.28	2105.07	0.177	0.177	2059.21	1.60803e-25	0.00148636	0.0186181	0.000234113	0.00590653	0.00129179	4.85324e-06	1.10668e-06	3.10081e-09	0.0197028	1.59035e-08	4.91585e-08	1.53485e-09	7.32818e-08	1.9132e-07	6.33791e-08	0.0734427	1.37342e-09	1.17971e-10	1.85415e-09	2.65578e-09	3.69897e-07	5.74442e-08	1.46978e-10	8.10013e-08	5.57443e-10	1.43699e-13	7.25816e-14	0.151565	0.727664	1.79873e-09	8.41525e-09	1.37999e-08	7.9307e-05	1.54632e-07	1.47448e-08	1.30119e-08	2.27207e-08	1.21271e-08	1.07883e-08	8.43698e-09	4.046e-08	1.78015e-06	1.21935e-08	3.04008e-07	1.63788e-11	5.16585e-12	1.65694e-08	1.4669e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36525e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.867	6.28102	-1.22113	-13.0918	-225222	-225198	17.4666	0.0299974	0.0541195	-0.0241221	-304.161	-0.00751772	0.00242215	-0.00993986	-156832	
10.29	2105.07	0.177	0.177	2059.21	1.601e-25	0.00148636	0.0186181	0.000234113	0.00590653	0.00129179	4.85323e-06	1.10668e-06	3.10081e-09	0.0197028	1.59035e-08	4.91584e-08	1.53485e-09	7.32817e-08	1.9132e-07	6.33789e-08	0.0734427	1.37342e-09	1.17971e-10	1.85414e-09	2.65578e-09	3.69898e-07	5.74443e-08	1.46978e-10	8.10014e-08	5.57438e-10	1.43698e-13	7.25813e-14	0.151565	0.727664	1.79873e-09	8.41526e-09	1.38003e-08	7.93106e-05	1.54632e-07	1.47454e-08	1.30123e-08	2.27216e-08	1.21275e-08	1.07883e-08	8.43727e-09	4.04615e-08	1.78021e-06	1.21939e-08	3.04019e-07	1.63794e-11	5.16585e-12	1.65702e-08	1.46696e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36525e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.867	6.28103	-1.22113	-13.0918	-225222	-225198	17.4666	0.0299981	0.0541213	-0.0241232	-304.161	-0.00751769	0.00242214	-0.00993983	-156832	
1.03	1427.84	0.177	0.177	1212.2	8.87041e-24	4.70009e-08	0.140906	8.32654e-09	1.75717e-07	7.29645e-05	1.30058e-05	1.51333e-06	3.27963e-16	0.00449015	1.36083e-10	8.73027e-09	1.00634e-11	3.11902e-05	0.000555162	0.0337924	0.00148437	1.39785e-10	3.43021e-08	3.88617e-05	5.94579e-14	5.82814e-06	4.22431e-11	5.37785e-10	4.48323e-07	0.000283771	5.68747e-08	0.000440584	0.0901814	0.727702	1.37125e-21	5.56859e-08	1.0238e-17	7.13454e-10	5.64734e-08	2.71286e-10	1.21197e-15	2.47496e-14	3.68515e-15	1.6038e-13	3.54437e-18	9.12613e-15	2.2069e-10	1.06014e-12	3.59776e-11	3.14559e-17	1.07765e-17	3.01856e-12	1.5437e-12	0.0962289	0.177	0.177	0.177	-6.21364e+27	0.177	0.262735	59	-1.21129e+06	1439.71	4.75459e-05	6.00408e-05	26.4805	0.0832915	0.00303743	0.0564186	0.00163389	0.0222016	-225222	-225225	4.78191	-3.7981e-08	1.2251e-08	-5.02319e-08	-70.4067	-0.0565704	0.0232977	-0.0798681	-2.36349	
10.3	2105.07	0.177	0.177	2059.21	1.59399e-25	0.00148636	0.0186181	0.000234113	0.00590653	0.00129179	4.85323e-06	1.10668e-06	3.10081e-09	0.0197028	1.59035e-08	4.91584e-08	1.53485e-09	7.32816e-08	1.9132e-07	6.33788e-08	0.0734427	1.37342e-09	1.17971e-10	1.85414e-09	2.65579e-09	3.69899e-07	5.74443e-08	1.46977e-10	8.10015e-08	5.57433e-10	1.43697e-13	7.2581e-14	0.151565	0.727664	1.79873e-09	8.41528e-09	1.38006e-08	7.93141e-05	1.54632e-07	1.47461e-08	1.30127e-08	2.27225e-08	1.2128e-08	1.07883e-08	8.43756e-09	4.04629e-08	1.78027e-06	1.21943e-08	3.04031e-07	1.63799e-11	5.16586e-12	1.65709e-08	1.46701e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36525e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.867	6.28103	-1.22113	-13.0917	-225222	-225198	17.4666	0.0299989	0.0541231	-0.0241243	-304.161	-0.00751767	0.00242214	-0.00993981	-156832	
10.31	2105.07	0.177	0.177	2059.21	1.58702e-25	0.00148636	0.0186181	0.000234113	0.00590653	0.00129179	4.85323e-06	1.10668e-06	3.10081e-09	0.0197027	1.59035e-08	4.91584e-08	1.53485e-09	7.32816e-08	1.9132e-07	6.33786e-08	0.0734427	1.37342e-09	1.17971e-10	1.85414e-09	2.65579e-09	3.69899e-07	5.74444e-08	1.46976e-10	8.10016e-08	5.57428e-10	1.43696e-13	7.25806e-14	0.151565	0.727664	1.79873e-09	8.41529e-09	1.3801e-08	7.93176e-05	1.54632e-07	1.47467e-08	1.30131e-08	2.27234e-08	1.21284e-08	1.07883e-08	8.43785e-09	4.04643e-08	1.78034e-06	1.21947e-08	3.04042e-07	1.63805e-11	5.16586e-12	1.65717e-08	1.46707e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36525e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.8669	6.28104	-1.22113	-13.0917	-225222	-225198	17.4665	0.0299996	0.0541249	-0.0241253	-304.161	-0.00751764	0.00242214	-0.00993978	-156832	
10.32	2105.07	0.177	0.177	2059.21	1.58007e-25	0.00148636	0.0186181	0.000234113	0.00590653	0.00129179	4.85323e-06	1.10668e-06	3.10081e-09	0.0197027	1.59035e-08	4.91584e-08	1.53485e-09	7.32815e-08	1.9132e-07	6.33785e-08	0.0734427	1.37342e-09	1.17971e-10	1.85414e-09	2.65579e-09	3.699e-07	5.74445e-08	1.46976e-10	8.10017e-08	5.57423e-10	1.43694e-13	7.25803e-14	0.151565	0.727664	1.79873e-09	8.41531e-09	1.38014e-08	7.93211e-05	1.54632e-07	1.47474e-08	1.30136e-08	2.27243e-08	1.21289e-08	1.07883e-08	8.43814e-09	4.04657e-08	1.7804e-06	1.21951e-08	3.04053e-07	1.6381e-11	5.16586e-12	1.65724e-08	1.46713e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36525e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.8669	6.28104	-1.22113	-13.0917	-225222	-225198	17.4665	0.0300003	0.0541267	-0.0241264	-304.161	-0.00751762	0.00242214	-0.00993975	-156832	
10.33	2105.07	0.177	0.177	2059.21	1.57316e-25	0.00148636	0.0186181	0.000234113	0.00590653	0.00129179	4.85323e-06	1.10668e-06	3.10081e-09	0.0197027	1.59035e-08	4.91583e-08	1.53485e-09	7.32814e-08	1.9132e-07	6.33783e-08	0.0734427	1.37342e-09	1.17971e-10	1.85414e-09	2.6558e-09	3.699e-07	5.74446e-08	1.46975e-10	8.10018e-08	5.57419e-10	1.43693e-13	7.258e-14	0.151565	0.727664	1.79873e-09	8.41532e-09	1.38018e-08	7.93246e-05	1.54632e-07	1.4748e-08	1.3014e-08	2.27252e-08	1.21293e-08	1.07883e-08	8.43842e-09	4.04671e-08	1.78046e-06	1.21956e-08	3.04063e-07	1.63816e-11	5.16586e-12	1.65732e-08	1.46719e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36525e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.8669	6.28105	-1.22113	-13.0917	-225222	-225198	17.4665	0.0300011	0.0541285	-0.0241274	-304.161	-0.00751759	0.00242213	-0.00993973	-156832	
10.34	2105.07	0.177	0.177	2059.21	1.56628e-25	0.00148636	0.0186181	0.000234113	0.00590653	0.00129179	4.85323e-06	1.10668e-06	3.10081e-09	0.0197027	1.59035e-08	4.91583e-08	1.53485e-09	7.32814e-08	1.9132e-07	6.33782e-08	0.0734427	1.37342e-09	1.17971e-10	1.85414e-09	2.6558e-09	3.69901e-07	5.74446e-08	1.46975e-10	8.10019e-08	5.57414e-10	1.43692e-13	7.25797e-14	0.151565	0.727664	1.79873e-09	8.41534e-09	1.38021e-08	7.9328e-05	1.54633e-07	1.47487e-08	1.30144e-08	2.27261e-08	1.21298e-08	1.07883e-08	8.43871e-09	4.04684e-08	1.78052e-06	1.2196e-08	3.04074e-07	1.63821e-11	5.16586e-12	1.65739e-08	1.46725e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36525e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.8669	6.28105	-1.22113	-13.0917	-225222	-225198	17.4665	0.0300018	0.0541302	-0.0241285	-304.161	-0.00751757	0.00242213	-0.0099397	-156832	
10.35	2105.07	0.177	0.177	2059.21	1.55942e-25	0.00148636	0.0186181	0.000234113	0.00590652	0.00129179	4.85322e-06	1.10668e-06	3.10081e-09	0.0197027	1.59035e-08	4.91583e-08	1.53485e-09	7.32813e-08	1.9132e-07	6.3378e-08	0.0734427	1.37342e-09	1.17971e-10	1.85414e-09	2.6558e-09	3.69901e-07	5.74447e-08	1.46974e-10	8.1002e-08	5.57409e-10	1.43691e-13	7.25793e-14	0.151565	0.727664	1.79873e-09	8.41535e-09	1.38025e-08	7.93315e-05	1.54633e-07	1.47493e-08	1.30148e-08	2.2727e-08	1.21302e-08	1.07883e-08	8.43899e-09	4.04698e-08	1.78058e-06	1.21964e-08	3.04085e-07	1.63827e-11	5.16586e-12	1.65746e-08	1.4673e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36525e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.8668	6.28106	-1.22113	-13.0917	-225222	-225198	17.4665	0.0300025	0.054132	-0.0241295	-304.161	-0.00751755	0.00242213	-0.00993968	-156832	
10.36	2105.07	0.177	0.177	2059.21	1.5526e-25	0.00148636	0.0186181	0.000234112	0.00590652	0.00129179	4.85322e-06	1.10668e-06	3.10082e-09	0.0197027	1.59035e-08	4.91583e-08	1.53485e-09	7.32813e-08	1.9132e-07	6.33778e-08	0.0734428	1.37342e-09	1.1797e-10	1.85413e-09	2.65581e-09	3.69902e-07	5.74448e-08	1.46973e-10	8.10021e-08	5.57405e-10	1.4369e-13	7.2579e-14	0.151565	0.727664	1.79873e-09	8.41536e-09	1.38029e-08	7.93349e-05	1.54633e-07	1.47499e-08	1.30152e-08	2.27279e-08	1.21307e-08	1.07883e-08	8.43928e-09	4.04712e-08	1.78064e-06	1.21968e-08	3.04096e-07	1.63832e-11	5.16586e-12	1.65754e-08	1.46736e-08	0.246002	0.177	0.177	0.177	-6.21365e+27	0.177	0.151109	59	-1.36525e+08	1565.89	6.86162e-05	9.21105e-05	25.8716	12.8351	20.8668	6.28106	-1.22113	-13.0917	-225222	-225198	17.4665	0.0300032	0.0541338	-0.0241306	-304.161	-0.00751752	0.00242213	-0.00993965	-156832	
